,id,url,landmark_id,category_name,name,lat,lon,city,state,country,image_path
1541076,00b07a7361f9e0e8,http://upload.wikimedia.org/wikipedia/commons/4/4c/%281%29Moonrise_Centennial_Park_Sydney_006.jpg,147120,"Category:Centennial_Park,_Sydney",Grand Drive,-33.9,151.23333333,Sydney,New South Wales,Australia,data/train/images/0/0/b/00b07a7361f9e0e8.jpg
1549971,028142758dac0dcf,https://upload.wikimedia.org/wikipedia/commons/d/db/Etihad_Stadium%2C_Melbourne_2017-10-28.jpg,27254,Category:Docklands_Stadium,Marvel Stadium,-37.81638889,144.9475,Melbourne,Victoria,Australia,data/train/images/0/2/8/028142758dac0dcf.jpg
1551417,01dd38421e56a890,https://upload.wikimedia.org/wikipedia/commons/3/30/Pool_of_Reflection_-_Araluen.jpg,134825,Category:Araluen_Botanical_Park,,-32.11877,116.10128,,Western Australia,Australia,data/train/images/0/1/d/01dd38421e56a890.jpg
1552708,01863c810326cc3f,https://upload.wikimedia.org/wikipedia/commons/b/b9/Asali_gnangarra_160915-137.jpg,183340,Category:Monarto_Zoo,,-35.1021,139.142,,South Australia,Australia,data/train/images/0/1/8/01863c810326cc3f.jpg
1574267,01fe9bd1aadd1536,https://upload.wikimedia.org/wikipedia/commons/5/5a/St_Patrick%27s_Basilica_91.JPG,202987,"Category:St_Patrick's_Basilica,_Dunedin",St Patrick's Basilica,-45.8951,170.503,Dunedin,Otago,New Zealand,data/train/images/0/1/f/01fe9bd1aadd1536.jpg
1575249,004391ded2aee21d,https://upload.wikimedia.org/wikipedia/commons/b/b1/Australia_Zoo_Moziac_Steve_Irwan-1_%2817587625904%29.jpg,70988,Category:Australia_Zoo,Australia Zoo Gift Shop,-26.8366,152.9595,Sunshine Coast Regional,Queensland,Australia,data/train/images/0/0/4/004391ded2aee21d.jpg
1587832,010c11d675a8e798,https://upload.wikimedia.org/wikipedia/commons/1/16/Filling_Parliament_House_steps_-_Save_Auslan_TAFE_Diploma_course_protest.jpg,119608,"Category:Parliament_House,_Melbourne",Parliament,-37.8111,144.973,Melbourne,Victoria,Australia,data/train/images/0/1/0/010c11d675a8e798.jpg
1590796,02b2870aaf1bfbd6,https://upload.wikimedia.org/wikipedia/commons/f/f8/HydeParkSandringham_gobeirne.jpg,73698,"Category:Hyde_Park,_Sydney","Hyde Park, Park St, Stand B",-33.8733,151.211,Sydney,New South Wales,Australia,data/train/images/0/2/b/02b2870aaf1bfbd6.jpg
1600210,02f238d272f152a2,https://upload.wikimedia.org/wikipedia/commons/9/96/Onslow_fin_and_Micropuffs.JPG,15864,Category:HMAS_Onslow,HMAS Vampire,-33.86925,151.19995,Sydney,New South Wales,Australia,data/train/images/0/2/f/02f238d272f152a2.jpg
1617685,0202ecd743300e89,http://upload.wikimedia.org/wikipedia/commons/6/6d/CSIRO_ScienceImage_11425_Rottnest_Island_Western_Australia.jpg,71853,Category:Rottnest_Island,Oliver Hill Road,-32.005,115.515,,Western Australia,Australia,data/train/images/0/2/0/0202ecd743300e89.jpg
1619131,0235e1fc7b2dda35,https://upload.wikimedia.org/wikipedia/commons/f/fb/Caladenia_chlorostyla_LC277_-_cropped.jpg,194189,Category:Kepler_Track,"Big Slip, Iris Burn (January1984)",-45.424167,167.5125,Fiordland Community,Southland,New Zealand,data/train/images/0/2/3/0235e1fc7b2dda35.jpg
1626881,01bf53ed2cb76944,https://upload.wikimedia.org/wikipedia/commons/c/c6/Wellington_City_Council_Zoo%2C_elephant_2.jpg,52315,Category:Wellington_Zoo,,-41.3196,174.784,Wellington,Wellington,New Zealand,data/train/images/0/1/b/01bf53ed2cb76944.jpg
1631268,01441e92cdf203ff,https://upload.wikimedia.org/wikipedia/commons/9/9b/Safety_barrier_along_pedestrian_footpath_at_Story_Bridge%2C_Brisbane.jpg,25296,"Category:Story_Bridge,_Brisbane",Story Bridge,-27.463752,153.035699,,Queensland,Australia,data/train/images/0/1/4/01441e92cdf203ff.jpg
1640159,02b7c9b17b226781,https://upload.wikimedia.org/wikipedia/commons/c/c0/Lake_Crackenback.jpg,73064,Category:Kosciuszko_National_Park,Intake Tower,-35.99833333,148.3344444,,New South Wales,Australia,data/train/images/0/2/b/02b7c9b17b226781.jpg
1673592,018306f95cb750db,https://upload.wikimedia.org/wikipedia/commons/1/14/Mount_Taranaki_%284839941351%29.jpg,72582,Category:Mount_Taranaki,North Egmont Summit Track,-39.29638889,174.06472222,,Taranaki,New Zealand,data/train/images/0/1/8/018306f95cb750db.jpg
1686517,01c3496dadab35a3,http://upload.wikimedia.org/wikipedia/commons/9/92/Danaus_plexippus_-_Anstey_Hill.jpg,155439,Category:Anstey_Hill_Recreation_Park,Anstey Hill Recreation Park,-34.8307,138.738,Adelaide,South Australia,Australia,data/train/images/0/1/c/01c3496dadab35a3.jpg
1710701,01d90c52d0b5f7f6,https://upload.wikimedia.org/wikipedia/commons/1/1a/Auburn_NSW_2144%2C_Australia_-_panoramio_%2858%29.jpg,160463,Category:Auburn_Botanical_Gardens,Fauna Reserve,-33.8588,151.017,Sydney,New South Wales,Australia,data/train/images/0/1/d/01d90c52d0b5f7f6.jpg
1715407,01490482e7424a8d,https://upload.wikimedia.org/wikipedia/commons/e/e7/Flickr_-_brewbooks_-_Matauri_Bay%2C_NZ_%282%29.jpg,52609,Category:Matauri_Bay,,-35.043,173.903,Bay of Islands-Whangaroa Community,Northland,New Zealand,data/train/images/0/1/4/01490482e7424a8d.jpg
1720718,01db775daf4c8ee9,https://upload.wikimedia.org/wikipedia/commons/1/12/Arapawa_Pigglet.jpg,164659,Category:Marlborough_Sounds,Marlborough District,-41.14166667,174.08944444,,Marlborough,New Zealand,data/train/images/0/1/d/01db775daf4c8ee9.jpg
1732616,02369f674d1bb011,https://upload.wikimedia.org/wikipedia/commons/1/15/Two_Pilons_on_the_Sea_Cliff_Bridge.jpg,165970,Category:Sea_Cliff_Bridge,Sea Cliff Bridge,-34.2539,150.974,Wollongong City Council,New South Wales,Australia,data/train/images/0/2/3/02369f674d1bb011.jpg
1735030,030704c1cbaecbaf,https://upload.wikimedia.org/wikipedia/commons/4/45/Sydney_Observatory_-_Sydney%2C_NSW_%287889931470%29.jpg,58573,Category:Sydney_Observatory,Sydney Observatory,-33.859559,151.204583,Sydney,New South Wales,Australia,data/train/images/0/3/0/030704c1cbaecbaf.jpg
1780648,02a7033d18778361,http://upload.wikimedia.org/wikipedia/commons/a/ab/Southern-cross-station-melbourne-construction.jpg,161229,Category:Southern_Cross_Station,Southern Cross,-37.81835833,144.95241667,Melbourne,Victoria,Australia,data/train/images/0/2/a/02a7033d18778361.jpg
1796867,02135e90d9539011,https://upload.wikimedia.org/wikipedia/commons/3/3d/Sydney_tower_with_possible_meteorite_shower.JPG,12440,Category:Sydney_Tower,Westfield Sydney,-33.870278,151.208889,Sydney,New South Wales,Australia,data/train/images/0/2/1/02135e90d9539011.jpg
1798445,02bd74d4860658e3,http://upload.wikimedia.org/wikipedia/commons/9/9e/Rialto_Towers.jpg,135030,Category:Rialto_Towers,,-37.81888889,144.95833333,Melbourne,Victoria,Australia,data/train/images/0/2/b/02bd74d4860658e3.jpg
1803840,0055713c5a9c2451,https://upload.wikimedia.org/wikipedia/commons/b/b3/1000_Steps%2C_Kokoda_Track_Memorial_Walk%2C_Dandenong_Ranges_National_Park.jpg,124651,Category:Dandenong_Ranges_National_Park,True Grit,-37.8103,145.386,Melbourne,Victoria,Australia,data/train/images/0/0/5/0055713c5a9c2451.jpg
1804962,01e388dcd8a78f9e,https://upload.wikimedia.org/wikipedia/commons/b/bf/The_Brisbane_river_and_the_Story_Bridge_at_dusk_%2811260907525%29.jpg,25296,"Category:Story_Bridge,_Brisbane",Story Bridge,-27.463752,153.035699,,Queensland,Australia,data/train/images/0/1/e/01e388dcd8a78f9e.jpg
1805797,01675686ac43d536,https://upload.wikimedia.org/wikipedia/commons/e/e8/No_28_Squadron_passing_the_official_party_during_its_Freedom_of_the_City_Parade_in_August_2013.jpg,79813,Category:Canberra_Museum_and_Gallery,Canberra Museum and Gallery,-35.2807,149.131,Canberra,,Australia,data/train/images/0/1/6/01675686ac43d536.jpg
1830790,027889d9664e75d8,https://upload.wikimedia.org/wikipedia/commons/f/fb/Karori_Fern_-_Flickr_-_Teacher_Traveler.jpg,119525,Category:Karori_Wildlife_Sanctuary,,-41.294375,174.750025,Wellington,Wellington,New Zealand,data/train/images/0/2/7/027889d9664e75d8.jpg
1839709,009ffbaab25763f9,http://upload.wikimedia.org/wikipedia/commons/9/93/Kirribilli_house.JPG,121838,Category:Kirribilli_House,Kirribilli Avenue,-33.8513,151.219,Sydney,New South Wales,Australia,data/train/images/0/0/9/009ffbaab25763f9.jpg
1882647,016476a6d3d4653a,https://upload.wikimedia.org/wikipedia/commons/b/ba/Leptospermum_coriaceum_%2832663695895%29.jpg,174812,Category:Wyperfeld_National_Park,Millers Track,-35.3892,141.877,,Victoria,Australia,data/train/images/0/1/6/016476a6d3d4653a.jpg
1891934,028b9285c1f20ae6,https://upload.wikimedia.org/wikipedia/commons/6/6e/Acacia_pendula%2C_habit.jpg,169701,Category:Australian_National_Botanic_Gardens,Australian National Botanic Gardens,-35.27888889,149.10916667,Canberra,,Australia,data/train/images/0/2/8/028b9285c1f20ae6.jpg
1900417,0203b63fc3ce9b96,https://upload.wikimedia.org/wikipedia/commons/5/56/Outback_Trip_-_Kata_Tjuta_3_%284147732317%29.jpg,148806,Category:Uluru-Kata_Tjuta_National_Park,Petermann,-25.322076,130.985732,,,Australia,data/train/images/0/2/0/0203b63fc3ce9b96.jpg
1921811,0025077cf9be7efe,https://upload.wikimedia.org/wikipedia/commons/2/2c/Fremantle_Prison_form_the_eastern_guard_tower_-_panoramio.jpg,110717,Category:Fremantle_Prison,Fremantle Prison,-32.055039,115.753177,Fremantle,Western Australia,Australia,data/train/images/0/0/2/0025077cf9be7efe.jpg
1937473,01cb40f8c8a559fc,http://upload.wikimedia.org/wikipedia/commons/8/8f/The_Grampians.jpg,184919,Category:Grampians_National_Park,Glenelg River Road,-37.2078,142.4,,Victoria,Australia,data/train/images/0/1/c/01cb40f8c8a559fc.jpg
1949148,01a3711c01ad3a9e,https://upload.wikimedia.org/wikipedia/commons/4/4a/Dragon_head_%2833335172672%29.jpg,138460,Category:Mornington_Peninsula,Bittern - Dromana Road,-38.351,145.064,Melbourne,Victoria,Australia,data/train/images/0/1/a/01a3711c01ad3a9e.jpg
2005879,01f5291ecc13eaa5,https://upload.wikimedia.org/wikipedia/commons/a/ac/WA_Legislative_Assembly_Speaker%27s_chair_2017.jpg,90496,"Category:Parliament_House,_Perth",Harvest Terrace,-31.9516,115.847,Perth,Western Australia,Australia,data/train/images/0/1/f/01f5291ecc13eaa5.jpg
2065482,02a47c66f43cdd3a,https://upload.wikimedia.org/wikipedia/commons/3/39/HMAS_Whyalla_%28J153%29%2C_2017_%2803%29.jpg,95636,Category:HMAS_Whyalla_(J153),,-33.019307,137.574888,,South Australia,Australia,data/train/images/0/2/a/02a47c66f43cdd3a.jpg
2077924,029da3bdac9363c4,https://upload.wikimedia.org/wikipedia/commons/b/bb/Britomart-greenwall.jpg,182230,Category:Britomart_Transport_Centre,Te Komititanga,-36.844014,174.76701,Auckland,Auckland,New Zealand,data/train/images/0/2/9/029da3bdac9363c4.jpg
2084740,012aad8d8b23d621,https://upload.wikimedia.org/wikipedia/commons/3/34/Mailorder_Bribe_%2834137668592%29.jpg,184919,Category:Grampians_National_Park,Glenelg River Road,-37.2078,142.4,,Victoria,Australia,data/train/images/0/1/2/012aad8d8b23d621.jpg
2116832,004e23b783b99899,https://upload.wikimedia.org/wikipedia/commons/0/02/The_Extension_Lead_%2833453648564%29.jpg,184919,Category:Grampians_National_Park,Glenelg River Road,-37.2078,142.4,,Victoria,Australia,data/train/images/0/0/4/004e23b783b99899.jpg
2120480,02f56a3c03a5bd97,http://upload.wikimedia.org/wikipedia/commons/1/19/Gallipoli_Gallery_at_the_Australian_War_Memorial_%28MG_9372%29.jpg,126465,Category:Australian_War_Memorial,Australian War Memorial,-35.280815,149.148707,Canberra,,Australia,data/train/images/0/2/f/02f56a3c03a5bd97.jpg
2130179,01db2e230a31a911,https://upload.wikimedia.org/wikipedia/commons/6/62/Royal_Park_%2CNSW.jpg,177194,Category:Royal_National_Park,Karani Trail,-34.13166667,151.0511111,,New South Wales,Australia,data/train/images/0/1/d/01db2e230a31a911.jpg
2134605,00c3b624ae32c963,https://upload.wikimedia.org/wikipedia/commons/6/65/Taronga_garden_clock_-_zahradn%C3%AD_hodiny_zoo_Taronga_-_panoramio.jpg,43835,Category:Taronga_Zoo,Taronga Zoo,-33.84333333,151.24111111,Sydney,New South Wales,Australia,data/train/images/0/0/c/00c3b624ae32c963.jpg
2144407,0023b688a0189024,https://upload.wikimedia.org/wikipedia/commons/6/66/Rg_104539.jpg,55336,Category:National_Museum_of_Australia,,-35.2931,149.121,Canberra,,Australia,data/train/images/0/0/2/0023b688a0189024.jpg
2159438,0111c56d4108bf25,https://upload.wikimedia.org/wikipedia/commons/2/24/Auckland%2C_New_Zealand-1402.jpg,182230,Category:Britomart_Transport_Centre,Te Komititanga,-36.844014,174.76701,Auckland,Auckland,New Zealand,data/train/images/0/1/1/0111c56d4108bf25.jpg
2170502,028028d8b04762b9,https://upload.wikimedia.org/wikipedia/commons/d/db/Cockatoo_Island_%2815721627741%29.jpg,59810,Category:Cockatoo_Island_(New_South_Wales),Cockatoo Island,-33.8475,151.1725,Sydney,New South Wales,Australia,data/train/images/0/2/8/028028d8b04762b9.jpg
2173220,02b98b26b93a965c,https://upload.wikimedia.org/wikipedia/commons/a/a0/Stylidium_ciliatum_gnangarra_01.JPG,187399,Category:John_Forrest_National_Park,John Forrest National Park,-31.869706,116.091161,,Western Australia,Australia,data/train/images/0/2/b/02b98b26b93a965c.jpg
2174972,01879b3a17250249,https://upload.wikimedia.org/wikipedia/commons/3/3e/Queensland_Maritime_Museum_-_Joy_of_Museums_-_HMAS_Diamantina_%28K377%29_9.jpg,70122,Category:Queensland_Maritime_Museum,Queensland Maritime Museum,-27.4819,153.026,,Queensland,Australia,data/train/images/0/1/8/01879b3a17250249.jpg
2191699,005c05e1da2f3757,http://upload.wikimedia.org/wikipedia/commons/0/08/HMAS-Castlemaine-1.jpg,77952,Category:HMAS_Castlemaine,HMAS Castlemaine,-37.8611,144.9056,,Victoria,Australia,data/train/images/0/0/5/005c05e1da2f3757.jpg
2196859,0100bb91b06f96e8,http://upload.wikimedia.org/wikipedia/commons/8/8d/Quokka_family.jpg,71853,Category:Rottnest_Island,Oliver Hill Road,-32.005,115.515,,Western Australia,Australia,data/train/images/0/1/0/0100bb91b06f96e8.jpg
2201451,02a7f914d445879e,http://upload.wikimedia.org/wikipedia/commons/d/d4/Brisbane_City_12076.jpg,25296,"Category:Story_Bridge,_Brisbane",Story Bridge,-27.463752,153.035699,,Queensland,Australia,data/train/images/0/2/a/02a7f914d445879e.jpg
2215821,02e568a4ad6255f8,https://upload.wikimedia.org/wikipedia/commons/c/c6/Mount_Kuring-gai_Trail_-_panoramio_%287%29.jpg,37463,Category:Ku-ring-gai_Chase_National_Park,Cowan Drive,-33.615,151.2011111,Sydney,New South Wales,Australia,data/train/images/0/2/e/02e568a4ad6255f8.jpg
2224313,00dcd2168b27ee3f,https://upload.wikimedia.org/wikipedia/commons/b/b3/Millers_Point_NSW_2000%2C_Australia_-_panoramio_%2859%29.jpg,58573,Category:Sydney_Observatory,Sydney Observatory,-33.859559,151.204583,Sydney,New South Wales,Australia,data/train/images/0/0/d/00dcd2168b27ee3f.jpg
2243690,0218a7cc3391b526,https://upload.wikimedia.org/wikipedia/commons/c/c1/Royal_National_Park_NSW_2233%2C_Australia_-_panoramio_%28202%29.jpg,177194,Category:Royal_National_Park,Karani Trail,-34.13166667,151.0511111,,New South Wales,Australia,data/train/images/0/2/1/0218a7cc3391b526.jpg
2247000,02f488166b1cf602,https://upload.wikimedia.org/wikipedia/commons/9/98/Christmas_trees_in_Glebe_Park%2C_2017.jpg,154090,"Category:Glebe_Park,_Canberra",,-35.28227,149.13629,Canberra,,Australia,data/train/images/0/2/f/02f488166b1cf602.jpg
2259086,0047533254536606,https://upload.wikimedia.org/wikipedia/commons/b/b2/Fort_Denison%2C_Sydney_Harbour%2C_New_South_Wales_%28483417%29_%289443078386%29.jpg,53714,Category:Fort_Denison,Fort Denison,-33.85478056,151.22562778,Sydney,New South Wales,Australia,data/train/images/0/0/4/0047533254536606.jpg
2264831,02ee0d2c4f844e18,http://upload.wikimedia.org/wikipedia/commons/a/a1/WWSME_plaque.jpg,149179,Category:Willans_Hill_Miniature_Railway,Wagga Wagga Botanical Garden & Zoo,-35.1309,147.367,Wagga Wagga City Council,New South Wales,Australia,data/train/images/0/2/e/02ee0d2c4f844e18.jpg
2271737,01dd2fbc7e8d3615,https://upload.wikimedia.org/wikipedia/commons/a/a7/Kites_on_the_sand_-_panoramio.jpg,119768,"Category:Caloundra,_Queensland",,-26.79861111,153.12888889,Sunshine Coast Regional,Queensland,Australia,data/train/images/0/1/d/01dd2fbc7e8d3615.jpg
2304138,01dc9de590100739,http://upload.wikimedia.org/wikipedia/commons/2/24/RAN-IFR_2013_D3_29.JPG,161337,Category:HMAS_Advance_(P_83),HMAS Vampire,-33.86916667,151.19991667,Sydney,New South Wales,Australia,data/train/images/0/1/d/01dc9de590100739.jpg
2305154,011dd313bddf86fa,https://upload.wikimedia.org/wikipedia/commons/6/66/Primera_Iglesia_de_Otago%2C_Dunedin%2C_Nueva_Zelanda_-_panoramio.jpg,163312,Category:First_Church_of_Otago,First Church of Otago,-45.876,170.50468056,Dunedin,Otago,New Zealand,data/train/images/0/1/1/011dd313bddf86fa.jpg
2313720,010409ffc460b92c,https://upload.wikimedia.org/wikipedia/commons/1/1d/The_Sydney_Opera_House_%28153419339%29.jpeg,55350,Category:Sydney_Opera_House,Sydney Opera House,-33.857058,151.214897,Sydney,New South Wales,Australia,data/train/images/0/1/0/010409ffc460b92c.jpg
2329392,00e36e18b8fc65b1,http://upload.wikimedia.org/wikipedia/commons/2/24/Entrance_to_Old_Parliament_House_during_Enlighten_2013.jpg,2650,"Category:Old_Parliament_House,_Canberra",Old Parliament House,-35.30222222,149.12972222,Canberra,,Australia,data/train/images/0/0/e/00e36e18b8fc65b1.jpg
2384555,02a0ba2a6dbae1d1,https://upload.wikimedia.org/wikipedia/commons/3/34/Maritime_Museum_%286181838025%29.jpg,15864,Category:HMAS_Onslow,HMAS Vampire,-33.86925,151.19995,Sydney,New South Wales,Australia,data/train/images/0/2/a/02a0ba2a6dbae1d1.jpg
2425605,02e13b1274317109,https://upload.wikimedia.org/wikipedia/commons/4/4a/Ruapehu-4963.jpg,31601,Category:Mount_Ruapehu,Ruapehu District,-39.28166667,175.56861111,,Manawatū-Whanganui,New Zealand,data/train/images/0/2/e/02e13b1274317109.jpg
2455174,004c2950403e1cdb,https://upload.wikimedia.org/wikipedia/commons/2/23/Retaliation_%2834253478096%29.jpg,184919,Category:Grampians_National_Park,Glenelg River Road,-37.2078,142.4,,Victoria,Australia,data/train/images/0/0/4/004c2950403e1cdb.jpg
2468015,015bdb416e84b83c,https://upload.wikimedia.org/wikipedia/commons/6/64/Melaleuca_oxyphylla_habit.jpg,169701,Category:Australian_National_Botanic_Gardens,Australian National Botanic Gardens,-35.27888889,149.10916667,Canberra,,Australia,data/train/images/0/1/5/015bdb416e84b83c.jpg
2473566,024b8c5e0e77d7e7,https://upload.wikimedia.org/wikipedia/commons/2/2a/Kangaroo.rame.head.walpole.nornalup.np.western.australia.jpg,140233,Category:Walpole-Nornalup_National_Park,Bibbulmun Track,-34.9833,116.767,Walpole,Western Australia,Australia,data/train/images/0/2/4/024b8c5e0e77d7e7.jpg
2486965,0276eee51dd8bf1a,https://upload.wikimedia.org/wikipedia/commons/2/20/Dolphins_at_sea_world.jpg,81851,Category:Sea_World_(Australia),Sea World Monorail,-27.9559,153.4257,Gold Coast City,Queensland,Australia,data/train/images/0/2/7/0276eee51dd8bf1a.jpg
2491692,02402b295634cef2,http://upload.wikimedia.org/wikipedia/commons/8/8e/Flight_of_the_kea.jpg,194189,Category:Kepler_Track,"Big Slip, Iris Burn (January1984)",-45.424167,167.5125,Fiordland Community,Southland,New Zealand,data/train/images/0/2/4/02402b295634cef2.jpg
2508584,0202504a4c20cfa5,https://upload.wikimedia.org/wikipedia/commons/a/a0/Devil%27s_Marbles_03.jpg,145126,Category:Devils_Marbles_Conservation_Reserve,,-20.56666667,134.26666667,,,Australia,data/train/images/0/2/0/0202504a4c20cfa5.jpg
2509958,006ab6b960a4e023,https://upload.wikimedia.org/wikipedia/commons/c/c5/IA2015_gnangarra-123.jpg,18931,Category:Shrine_of_Remembrance,Shrine of Remembrance,-37.83055556,144.97344444,Melbourne,Victoria,Australia,data/train/images/0/0/6/006ab6b960a4e023.jpg
2532419,0112abe6463a19e2,https://upload.wikimedia.org/wikipedia/commons/b/b4/Devils_Marbles_Northern_Territory.jpg,145126,Category:Devils_Marbles_Conservation_Reserve,,-20.56666667,134.26666667,,,Australia,data/train/images/0/1/1/0112abe6463a19e2.jpg
2553909,011a5cf8d63ea8f3,http://upload.wikimedia.org/wikipedia/commons/7/79/Majestic_Centre_Wellington_O%27Reily_Ave.jpg,190119,Category:Majestic_Centre,22 Boulcott Street,-41.2884,174.774,Wellington,Wellington,New Zealand,data/train/images/0/1/1/011a5cf8d63ea8f3.jpg
2558050,026d5a14f125256b,http://upload.wikimedia.org/wikipedia/commons/b/b3/Karori_reservoir_1988_vs_2012.jpg,119525,Category:Karori_Wildlife_Sanctuary,,-41.294375,174.750025,Wellington,Wellington,New Zealand,data/train/images/0/2/6/026d5a14f125256b.jpg
2566594,016bb6eb89bb1faf,https://upload.wikimedia.org/wikipedia/commons/e/ea/Crossing_the_Sydney_Harbour_Bridge_%285691268185%29.jpg,94310,Category:Sydney_Harbour_Bridge,Sydney Harbour Bridge,-33.852232,151.210684,Sydney,New South Wales,Australia,data/train/images/0/1/6/016bb6eb89bb1faf.jpg
2572013,02f784994f1a9a2b,https://upload.wikimedia.org/wikipedia/commons/1/1b/Jacobs_Creek_%286800623189%29.jpg,10933,Category:Barossa_Valley,Barossa Trail,-34.53333333,138.95,Tanunda,South Australia,Australia,data/train/images/0/2/f/02f784994f1a9a2b.jpg
2578420,00e1a30ab8349d69,https://upload.wikimedia.org/wikipedia/commons/9/9b/Mt._Kosciuzsko_Track_with_Summit_in_the_middle.jpg,155754,Category:Mount_Kosciuszko,Kosciuszko Walk,-36.4558303,148.2635105,,New South Wales,Australia,data/train/images/0/0/e/00e1a30ab8349d69.jpg
2579680,029d549154ca0a2e,https://upload.wikimedia.org/wikipedia/commons/f/fa/Cable_Car%2C_Wellington%2C_New_Zealand.JPG,100738,Category:Wellington_Cable_Car,Wellington Botanic Garden,-41.28527778,174.7675,Wellington,Wellington,New Zealand,data/train/images/0/2/9/029d549154ca0a2e.jpg
2581238,0193d4d1d84c7ca0,https://upload.wikimedia.org/wikipedia/commons/e/e5/Looking_north_from_road_to_Cape_Leeuwin.jpg,136038,"Category:Cape_Leeuwin,_Western_Australia",,-34.376389,115.136389,,Western Australia,Australia,data/train/images/0/1/9/0193d4d1d84c7ca0.jpg
2653762,00760aa23ae454bc,https://upload.wikimedia.org/wikipedia/commons/c/cd/00_1386_New_Zealand_%28Fiordland_National_Park%29_-_Lake_Manapouri.jpg,120041,Category:Fiordland_National_Park,,-45.4167,167.717,Fiordland Community,Southland,New Zealand,data/train/images/0/0/7/00760aa23ae454bc.jpg
2662952,01e4fd283e54dcfd,http://upload.wikimedia.org/wikipedia/commons/6/6d/%281%29Duck_Pond-4.jpg,147120,"Category:Centennial_Park,_Sydney",Grand Drive,-33.9,151.23333333,Sydney,New South Wales,Australia,data/train/images/0/1/e/01e4fd283e54dcfd.jpg
2667528,01205964dcc7d98c,https://upload.wikimedia.org/wikipedia/commons/d/d2/Powerhouse_and_chimney_and_crane_at_Shipbuilding_Slipway_No.1_%2830278150064%29.jpg,59810,Category:Cockatoo_Island_(New_South_Wales),Cockatoo Island,-33.8475,151.1725,Sydney,New South Wales,Australia,data/train/images/0/1/2/01205964dcc7d98c.jpg
2724093,00baf5d2206fdc75,https://upload.wikimedia.org/wikipedia/commons/6/68/Pond_at_Goonininup.jpg,132123,"Category:Kings_Park,_Western_Australia",Kings Park Botanic Gardens,-31.96213495,115.83171208,,Western Australia,Australia,data/train/images/0/0/b/00baf5d2206fdc75.jpg
2725398,00c4c272665f6357,https://upload.wikimedia.org/wikipedia/commons/a/ac/%281%29Myuna_Creek-2.jpg,109551,Category:Heathcote_National_Park,Pipeline Trail,-34.09833333,150.9761111,Sydney,New South Wales,Australia,data/train/images/0/0/c/00c4c272665f6357.jpg
2725888,0249a3bb1fb3f710,https://upload.wikimedia.org/wikipedia/commons/a/a4/Banksia_Prionotes_flower_with_bee.jpg,139591,Category:Drummond_Nature_Reserve,Drummond Nature Reserve,-31.317,116.407,,Western Australia,Australia,data/train/images/0/2/4/0249a3bb1fb3f710.jpg
2736880,002ba7f9ee5dae49,http://upload.wikimedia.org/wikipedia/commons/6/6a/Fairbridge_Bluff%2C_Rottnest-8.jpg,71853,Category:Rottnest_Island,Oliver Hill Road,-32.005,115.515,,Western Australia,Australia,data/train/images/0/0/2/002ba7f9ee5dae49.jpg
2739431,02132b81582798c7,https://upload.wikimedia.org/wikipedia/commons/4/4c/Royal_Botanic_Gardens_lake.jpg,170943,"Category:Royal_Botanic_Gardens,_Melbourne",Royal Botanic Gardens,-37.83036,144.97961,Melbourne,Victoria,Australia,data/train/images/0/2/1/02132b81582798c7.jpg
2749193,0172c523af2de14f,https://upload.wikimedia.org/wikipedia/commons/6/65/Looking_down_the_landslide_path_-_panoramio.jpg,73064,Category:Kosciuszko_National_Park,Intake Tower,-35.99833333,148.3344444,,New South Wales,Australia,data/train/images/0/1/7/0172c523af2de14f.jpg
2765342,01f871b233ea3a66,https://upload.wikimedia.org/wikipedia/commons/4/49/Jenolan_Caves_13.jpg,154115,Category:Jenolan_Caves,Jenolan Caves House,-33.82055556,150.02144444,Jenolan Caves,New South Wales,Australia,data/train/images/0/1/f/01f871b233ea3a66.jpg
2790591,01c95e474beeffe1,https://upload.wikimedia.org/wikipedia/commons/1/11/Rockbasedlichen03GorrieWA.jpg,88115,Category:Darling_Range,Mount Cooke,-32.4167,116.3,,Western Australia,Australia,data/train/images/0/1/c/01c95e474beeffe1.jpg
2801417,028ea6cc50c85646,https://upload.wikimedia.org/wikipedia/commons/a/ae/Auckland_Art_Gallery%2C_Auckland_-_0218.jpg,161686,Category:Auckland_Art_Gallery,Auckland Art Gallery,-36.851354,174.766237,Auckland,Auckland,New Zealand,data/train/images/0/2/8/028ea6cc50c85646.jpg
2822373,030d5b6192b4facb,https://upload.wikimedia.org/wikipedia/commons/0/0d/Fremantle_Prison_-_Joy_of_Museums_-_Main_Cell_Block.jpg,110717,Category:Fremantle_Prison,Fremantle Prison,-32.055039,115.753177,Fremantle,Western Australia,Australia,data/train/images/0/3/0/030d5b6192b4facb.jpg
2826356,0134fe3bff66bf7d,https://upload.wikimedia.org/wikipedia/commons/8/8c/In_the_Kalbarri_National_Park_%2815189794315%29.jpg,22877,Category:Kalbarri_National_Park,Kalbarri National Park,-27.7847,114.246,,Western Australia,Australia,data/train/images/0/1/3/0134fe3bff66bf7d.jpg
2829272,011372a90766414c,https://upload.wikimedia.org/wikipedia/commons/5/59/King_Corn_%2827093960631%29.jpg,80942,Category:Wellington_Harbour,Ngauranga,-41.267655,174.838536,Wellington,Wellington,New Zealand,data/train/images/0/1/1/011372a90766414c.jpg
